,loss,accuracy,binary_accuracy,true_positives,true_negatives,false_positives,false_negatives,precision,val_loss,val_accuracy,val_binary_accuracy,val_true_positives,val_true_negatives,val_false_positives,val_false_negatives,val_precision
0,0.39286288619041443,0.17056722939014435,0.8360272645950317,1547.0,49036.0,3496.0,6425.0,0.30676186084747314,0.32075533270835876,0.19730941951274872,0.8738788962364197,237.0,9117.0,210.0,1140.0,0.5302013158798218
1,0.3181817829608917,0.21459738910198212,0.8722729086875916,1332.0,51444.0,1088.0,6640.0,0.5504132509231567,0.3142736554145813,0.219730943441391,0.8755605220794678,239.0,9133.0,194.0,1138.0,0.5519630312919617
2,0.3138553202152252,0.22491075098514557,0.872520923614502,1430.0,51361.0,1171.0,6542.0,0.5497885346412659,0.3115040063858032,0.2062780261039734,0.8742526173591614,250.0,9108.0,219.0,1127.0,0.5330490469932556
3,0.31106090545654297,0.22649742662906647,0.8727193474769592,1365.0,51438.0,1094.0,6607.0,0.5551037192344666,0.30976295471191406,0.21748879551887512,0.874906599521637,259.0,9106.0,221.0,1118.0,0.5395833253860474
4,0.30894023180007935,0.23363745212554932,0.8732810616493225,1323.0,51514.0,1018.0,6649.0,0.5651431083679199,0.3077360689640045,0.219730943441391,0.8750000596046448,262.0,9104.0,223.0,1115.0,0.5402061939239502
5,0.3069649040699005,0.23205077648162842,0.8741075992584229,1481.0,51406.0,1126.0,6491.0,0.5680859088897705,0.3065311908721924,0.24215246737003326,0.8785501718521118,245.0,9159.0,168.0,1132.0,0.5932203531265259
6,0.3051930069923401,0.23919080197811127,0.8743058443069458,1359.0,51540.0,992.0,6613.0,0.5780518651008606,0.304656445980072,0.22197309136390686,0.8748131990432739,263.0,9101.0,226.0,1114.0,0.5378323197364807
7,0.30359897017478943,0.24196746945381165,0.8747687339782715,1425.0,51502.0,1030.0,6547.0,0.5804480910301208,0.3036727011203766,0.23094169795513153,0.8762145638465881,266.0,9113.0,214.0,1111.0,0.5541666746139526
8,0.30198201537132263,0.24514082074165344,0.8751486539840698,1526.0,51424.0,1108.0,6446.0,0.5793470144271851,0.30204033851623535,0.24215246737003326,0.8767749667167664,264.0,9121.0,206.0,1113.0,0.5617021322250366
9,0.30045241117477417,0.2542641758918762,0.8756445050239563,1403.0,51577.0,955.0,6569.0,0.5949957370758057,0.3013487756252289,0.22197309136390686,0.8755605220794678,262.0,9110.0,217.0,1115.0,0.5469728708267212
10,0.2988826036453247,0.24990083277225494,0.875512421131134,1483.0,51489.0,1043.0,6489.0,0.587094247341156,0.30015894770622253,0.24215246737003326,0.8764013051986694,260.0,9121.0,206.0,1117.0,0.557939887046814
11,0.29771915078163147,0.25783419609069824,0.8762891888618469,1462.0,51557.0,975.0,6510.0,0.5999179482460022,0.2985483705997467,0.22421523928642273,0.8781763315200806,254.0,9146.0,181.0,1123.0,0.5839080214500427
12,0.29636019468307495,0.25624752044677734,0.8770660161972046,1407.0,51659.0,873.0,6565.0,0.61710524559021,0.29802700877189636,0.22421523928642273,0.8763079643249512,266.0,9114.0,213.0,1111.0,0.555323600769043
13,0.294895738363266,0.253867506980896,0.8769668936729431,1532.0,51528.0,1004.0,6440.0,0.6041009426116943,0.29672008752822876,0.24439461529254913,0.8796710968017578,248.0,9168.0,159.0,1129.0,0.6093366146087646
14,0.2935372292995453,0.2590242028236389,0.8774791955947876,1502.0,51589.0,943.0,6470.0,0.6143149137496948,0.295536071062088,0.24439461529254913,0.8806054592132568,223.0,9203.0,124.0,1154.0,0.6426513195037842
15,0.29254600405693054,0.26259422302246094,0.8780577182769775,1407.0,51719.0,813.0,6565.0,0.633783757686615,0.2948547601699829,0.24439461529254913,0.8796710968017578,279.0,9137.0,190.0,1098.0,0.5948827266693115
