,loss,accuracy,binary_accuracy,true_positives,true_negatives,false_positives,false_negatives,precision,val_loss,val_accuracy,val_binary_accuracy,val_true_positives,val_true_negatives,val_false_positives,val_false_negatives,val_precision
0,0.4184649884700775,0.14644679427146912,0.8320574164390564,1544.0,49318.0,3098.0,7168.0,0.3326152563095093,0.33240848779678345,0.2288888841867447,0.8712963461875916,259.0,9151.0,202.0,1188.0,0.5618221163749695
1,0.3374387323856354,0.19002749025821686,0.8644810318946838,1467.0,51377.0,1039.0,7245.0,0.5853950381278992,0.32328933477401733,0.23999999463558197,0.8732407093048096,264.0,9167.0,186.0,1183.0,0.5866666436195374
2,0.33086493611335754,0.19984295964241028,0.8655118942260742,1546.0,51361.0,1055.0,7166.0,0.5943867564201355,0.3187878429889679,0.23333333432674408,0.872963011264801,273.0,9155.0,198.0,1174.0,0.5796178579330444
3,0.32700207829475403,0.20612485706806183,0.8661171197891235,1601.0,51343.0,1073.0,7111.0,0.5987284779548645,0.3162198066711426,0.23333333432674408,0.8728703260421753,283.0,9144.0,209.0,1164.0,0.5752032399177551
4,0.3244412839412689,0.21358461678028107,0.8671966791152954,1677.0,51333.0,1083.0,7035.0,0.6076086759567261,0.31349819898605347,0.23555555939674377,0.8732407093048096,279.0,9152.0,201.0,1168.0,0.581250011920929
5,0.32182779908180237,0.21397723257541656,0.867621898651123,1681.0,51355.0,1061.0,7031.0,0.6130561828613281,0.3116507828235626,0.2644444406032562,0.8742592930793762,304.0,9138.0,215.0,1143.0,0.5857418179512024
6,0.31935936212539673,0.21908126771450043,0.868374764919281,1705.0,51377.0,1039.0,7007.0,0.6213557124137878,0.31027311086654663,0.24444444477558136,0.8738888502120972,301.0,9137.0,216.0,1146.0,0.582205057144165
7,0.31739693880081177,0.2218296080827713,0.8689306974411011,1751.0,51365.0,1051.0,6961.0,0.6249107718467712,0.3099834620952606,0.25333333015441895,0.8750925660133362,291.0,9160.0,193.0,1156.0,0.6012396812438965
8,0.3153858184814453,0.22614841163158417,0.8692906498908997,1733.0,51405.0,1011.0,6979.0,0.6315597891807556,0.30706584453582764,0.25111111998558044,0.8743518590927124,309.0,9134.0,219.0,1138.0,0.5852272510528564
9,0.3135158121585846,0.22732625901699066,0.8696997165679932,1802.0,51361.0,1055.0,6910.0,0.6307315230369568,0.3058217763900757,0.25111111998558044,0.875370442867279,264.0,9190.0,163.0,1183.0,0.6182669997215271
