,loss,accuracy,binary_accuracy,true_positives_4,true_negatives_4,false_positives_4,false_negatives_4,precision_4,val_loss,val_accuracy,val_binary_accuracy,val_true_positives_4,val_true_negatives_4,val_false_positives_4,val_false_negatives_4,val_precision_4
0,0.40795496106147766,0.14861269295215607,0.8343151807785034,1465.0,51217.0,3087.0,7375.0,0.32183656096458435,0.3375189006328583,0.18924731016159058,0.86675626039505,250.0,9423.0,196.0,1291.0,0.560538113117218
1,0.33395665884017944,0.18624097108840942,0.8653077483177185,1371.0,53268.0,1036.0,7469.0,0.5695887207984924,0.3299983739852905,0.18709677457809448,0.8666666746139526,251.0,9421.0,198.0,1290.0,0.5590200424194336
2,0.32854902744293213,0.19156214594841003,0.8657670021057129,1412.0,53256.0,1048.0,7428.0,0.5739837288856506,0.3266894221305847,0.19139784574508667,0.8670251369476318,258.0,9418.0,201.0,1283.0,0.5620915293693542
3,0.32571911811828613,0.19498290121555328,0.8663055896759033,1462.0,53240.0,1064.0,7378.0,0.5787807106971741,0.3246957063674927,0.19354838132858276,0.8678315281867981,243.0,9442.0,177.0,1298.0,0.5785714387893677
4,0.32325658202171326,0.1987837255001068,0.866669774055481,1431.0,53294.0,1010.0,7409.0,0.5862351655960083,0.32345232367515564,0.20000000298023224,0.8687276244163513,255.0,9440.0,179.0,1286.0,0.5875576138496399
5,0.32155588269233704,0.20372481644153595,0.86736661195755,1429.0,53340.0,964.0,7411.0,0.5971583724021912,0.32098615169525146,0.19354838132858276,0.8686380386352539,252.0,9442.0,177.0,1289.0,0.5874125957489014
6,0.3195384740829468,0.2018243968486786,0.8676832914352417,1392.0,53397.0,907.0,7448.0,0.6054806709289551,0.32031360268592834,0.19139784574508667,0.8680107593536377,267.0,9420.0,199.0,1274.0,0.5729613900184631
7,0.3182656466960907,0.20638540387153625,0.8675724267959595,1426.0,53356.0,948.0,7414.0,0.6006739735603333,0.3187534213066101,0.22580644488334656,0.8688172101974487,215.0,9481.0,138.0,1326.0,0.6090651750564575
8,0.3163852095603943,0.21056632697582245,0.8679049611091614,1461.0,53342.0,962.0,7379.0,0.6029714941978455,0.31766653060913086,0.20430107414722443,0.8687275052070618,271.0,9424.0,195.0,1270.0,0.5815450549125671
9,0.3147744834423065,0.21018624305725098,0.8684753179550171,1455.0,53384.0,920.0,7385.0,0.6126315593719482,0.3152959942817688,0.19784946739673615,0.8701613545417786,235.0,9476.0,143.0,1306.0,0.6216931343078613
10,0.3135755956172943,0.21284683048725128,0.8686338067054749,1530.0,53319.0,985.0,7310.0,0.6083499193191528,0.3144872784614563,0.2107526808977127,0.8703405857086182,258.0,9455.0,164.0,1283.0,0.6113743782043457
11,0.3120618462562561,0.21702773869037628,0.8692986369132996,1484.0,53407.0,897.0,7356.0,0.6232675313949585,0.3129989504814148,0.20430107414722443,0.8692651391029358,255.0,9446.0,173.0,1286.0,0.5957943797111511
12,0.31067097187042236,0.216647669672966,0.8694572448730469,1546.0,53355.0,949.0,7294.0,0.6196392774581909,0.3114725351333618,0.21290323138237,0.87078857421875,243.0,9475.0,144.0,1298.0,0.6279069781303406
13,0.3094261586666107,0.22386924922466278,0.8704866170883179,1522.0,53444.0,860.0,7318.0,0.6389588713645935,0.3107205331325531,0.2086021453142166,0.8700716495513916,289.0,9421.0,198.0,1252.0,0.5934291481971741
14,0.3079906404018402,0.22310908138751984,0.8699162602424622,1564.0,53366.0,938.0,7276.0,0.6250998973846436,0.3100563585758209,0.21290323138237,0.8709678053855896,258.0,9462.0,157.0,1283.0,0.6216867566108704
15,0.3070589303970337,0.22729000449180603,0.8702173233032227,1546.0,53403.0,901.0,7294.0,0.6317940354347229,0.30857154726982117,0.23225806653499603,0.8707884550094604,240.0,9478.0,141.0,1301.0,0.6299212574958801
16,0.30583590269088745,0.2291904240846634,0.870755672454834,1588.0,53395.0,909.0,7252.0,0.6359631419181824,0.30799204111099243,0.23010753095149994,0.871595025062561,248.0,9479.0,140.0,1293.0,0.6391752362251282
17,0.3046254813671112,0.24363359808921814,0.8714368939399719,1572.0,53454.0,850.0,7268.0,0.6490503549575806,0.3073452115058899,0.21290323138237,0.8711469173431396,290.0,9432.0,187.0,1251.0,0.6079664826393127
18,0.30338141322135925,0.2360319197177887,0.8715318441390991,1618.0,53414.0,890.0,7222.0,0.6451355814933777,0.30608034133911133,0.21290323138237,0.8711470365524292,276.0,9446.0,173.0,1265.0,0.6146993041038513
19,0.30210018157958984,0.24173317849636078,0.8716426491737366,1612.0,53427.0,877.0,7228.0,0.6476496458053589,0.3048620820045471,0.23010753095149994,0.871863842010498,245.0,9485.0,134.0,1296.0,0.6464380025863647
20,0.3009759187698364,0.24211326241493225,0.8725454211235046,1604.0,53492.0,812.0,7236.0,0.6639072895050049,0.30395975708961487,0.22795699536800385,0.8725806474685669,277.0,9461.0,158.0,1264.0,0.636781632900238
21,0.3000771403312683,0.24515393376350403,0.8724502921104431,1689.0,53401.0,903.0,7151.0,0.6516203880310059,0.30274638533592224,0.23870967328548431,0.8721325993537903,258.0,9475.0,144.0,1283.0,0.641791045665741
22,0.29913195967674255,0.25047510862350464,0.8734481334686279,1654.0,53499.0,805.0,7186.0,0.6726311445236206,0.3019799292087555,0.21935483813285828,0.8727599382400513,288.0,9452.0,167.0,1253.0,0.6329670548439026
23,0.29797637462615967,0.24515393376350403,0.8731948137283325,1682.0,53455.0,849.0,7158.0,0.6645594835281372,0.3009119927883148,0.2430107593536377,0.8731182813644409,268.0,9476.0,143.0,1273.0,0.6520681381225586
24,0.2967976927757263,0.2592170238494873,0.8738596439361572,1685.0,53494.0,810.0,7155.0,0.6753507256507874,0.30004528164863586,0.23440860211849213,0.8724014759063721,254.0,9482.0,137.0,1287.0,0.6496163606643677
25,0.2957378029823303,0.2580767869949341,0.8744457364082336,1712.0,53504.0,800.0,7128.0,0.6815286874771118,0.2997833490371704,0.23010753095149994,0.8719534277915955,299.0,9432.0,187.0,1242.0,0.6152263283729553
26,0.2949971556663513,0.26377803087234497,0.8740974068641663,1747.0,53447.0,857.0,7093.0,0.6708909273147583,0.29903915524482727,0.23870967328548431,0.8726702928543091,294.0,9445.0,174.0,1247.0,0.6282051205635071
27,0.29399555921554565,0.25731661915779114,0.8744140267372131,1748.0,53466.0,838.0,7092.0,0.6759474277496338,0.29787105321884155,0.24946236610412598,0.8737455606460571,279.0,9472.0,147.0,1262.0,0.6549295783042908
28,0.2931551933288574,0.26681870222091675,0.874746561050415,1742.0,53493.0,811.0,7098.0,0.6823344826698303,0.2973633408546448,0.2408602088689804,0.8743727207183838,297.0,9461.0,158.0,1244.0,0.6527472734451294
29,0.2918722629547119,0.267198771238327,0.8754909634590149,1806.0,53476.0,828.0,7034.0,0.6856492161750793,0.29592886567115784,0.23655913770198822,0.8746415972709656,289.0,9472.0,147.0,1252.0,0.6628440618515015
30,0.2910268306732178,0.2713797092437744,0.8762193322181702,1826.0,53502.0,802.0,7014.0,0.6948249340057373,0.29503393173217773,0.23870967328548431,0.8740143179893494,265.0,9489.0,130.0,1276.0,0.6708860993385315
31,0.2903114855289459,0.2755606174468994,0.8756175637245178,1789.0,53501.0,803.0,7051.0,0.6902006268501282,0.29421108961105347,0.23870967328548431,0.8744624257087708,312.0,9447.0,172.0,1229.0,0.64462810754776
32,0.2895031273365021,0.2759407162666321,0.8767103552818298,1884.0,53475.0,829.0,6956.0,0.6944342255592346,0.2932042181491852,0.25376343727111816,0.8743727207183838,262.0,9496.0,123.0,1279.0,0.6805194616317749
33,0.2886773943901062,0.27632078528404236,0.8762195110321045,1823.0,53505.0,799.0,7017.0,0.6952707767486572,0.2934879660606384,0.23010753095149994,0.8732078671455383,324.0,9421.0,198.0,1217.0,0.6206896305084229
34,0.2876704931259155,0.27518054842948914,0.8765044808387756,1863.0,53483.0,821.0,6977.0,0.6941132545471191,0.2920440435409546,0.26021504402160645,0.8746415376663208,303.0,9458.0,161.0,1238.0,0.6530172228813171
35,0.2867400348186493,0.27746105194091797,0.8773121237754822,1889.0,53508.0,796.0,6951.0,0.703538179397583,0.2913249135017395,0.2408602088689804,0.8742831945419312,321.0,9436.0,183.0,1220.0,0.636904776096344
36,0.2858494818210602,0.276700884103775,0.8774864077568054,1915.0,53493.0,811.0,6925.0,0.7024945020675659,0.2910233438014984,0.2451612949371338,0.874462366104126,290.0,9469.0,150.0,1251.0,0.6590909361839294
37,0.2850477397441864,0.28050172328948975,0.8768529891967773,1847.0,53521.0,783.0,6993.0,0.7022813558578491,0.2899742126464844,0.23655913770198822,0.873924732208252,315.0,9438.0,181.0,1226.0,0.6350806355476379
38,0.2844431400299072,0.27898138761520386,0.8771377801895142,1895.0,53491.0,813.0,6945.0,0.6997784376144409,0.2889801561832428,0.25591397285461426,0.8755376935005188,320.0,9451.0,168.0,1221.0,0.6557376980781555
39,0.2835213541984558,0.276700884103775,0.8778188824653625,1917.0,53512.0,792.0,6923.0,0.7076411843299866,0.2883933484554291,0.24946236610412598,0.8755375146865845,305.0,9466.0,153.0,1236.0,0.6659388542175293
40,0.28257042169570923,0.28468263149261475,0.8784684538841248,1971.0,53499.0,805.0,6869.0,0.7100144028663635,0.2879522740840912,0.2451612949371338,0.8761648535728455,320.0,9458.0,161.0,1221.0,0.6652806401252747
41,0.2819652259349823,0.28620296716690063,0.8782941102981567,1956.0,53503.0,801.0,6884.0,0.709466814994812,0.2873098850250244,0.23440860211849213,0.8736559152603149,329.0,9421.0,198.0,1212.0,0.6242884397506714
42,0.28108853101730347,0.27746105194091797,0.8786582946777344,1970.0,53512.0,792.0,6870.0,0.7132512927055359,0.28613272309303284,0.23655913770198822,0.8761648535728455,302.0,9476.0,143.0,1239.0,0.6786516904830933
43,0.2805415093898773,0.2782212197780609,0.8783257603645325,1953.0,53508.0,796.0,6887.0,0.7104401588439941,0.285828173160553,0.25806450843811035,0.8751791715621948,280.0,9487.0,132.0,1261.0,0.6796116232872009
44,0.2795504927635193,0.2869631350040436,0.878563404083252,1943.0,53533.0,771.0,6897.0,0.7159174680709839,0.2851100265979767,0.2430107593536377,0.8767024874687195,298.0,9486.0,133.0,1243.0,0.6914153099060059
45,0.2793835401535034,0.27936145663261414,0.8787373900413513,1983.0,53504.0,800.0,6857.0,0.7125404477119446,0.2843250036239624,0.26236557960510254,0.876075267791748,293.0,9484.0,135.0,1248.0,0.6845794320106506
46,0.2780751883983612,0.29152414202690125,0.8791016936302185,2015.0,53495.0,809.0,6825.0,0.7135269045829773,0.2843998372554779,0.25376343727111816,0.8764336705207825,342.0,9439.0,180.0,1199.0,0.6551724076271057
