,loss,accuracy,binary_accuracy,top_1_categorical_accuracy,top_3_categorical_accuracy,top_5_categorical_accuracy,truepositive,truenegative,falsepositive,falsenegative,precision,val_loss,val_accuracy,val_binary_accuracy,val_top_1_categorical_accuracy,val_top_3_categorical_accuracy,val_top_5_categorical_accuracy,val_truepositive,val_truenegative,val_falsepositive,val_falsenegative,val_precision
0,0.20649650692939758,0.29072096943855286,0.9165967106819153,0.29072096943855286,0.6468625068664551,0.8267690539360046,6593.0,59314.0,1945.0,4052.0,0.7721949219703674,18.63625144958496,0.05860113352537155,0.8278197646141052,0.19092626869678497,0.5368620157241821,0.7013232707977295,388.0,10122.0,684.0,1502.0,0.36194029450416565
1,0.0652162954211235,0.3614819645881653,0.9768024682998657,0.3614819645881653,0.7920560836791992,0.9566088318824768,9597.0,60639.0,620.0,1048.0,0.9393168091773987,0.8915795683860779,0.009451796300709248,0.7777252793312073,0.009451796300709248,0.1701323240995407,0.2325141727924347,593.0,9281.0,1525.0,1297.0,0.2799811065196991
2,0.03070368617773056,0.36515355110168457,0.9896525740623474,0.36515355110168457,0.814752995967865,0.9813084006309509,10198.0,60962.0,297.0,447.0,0.9717007875442505,0.8071525692939758,0.04725898057222366,0.7776464819908142,0.04725898057222366,0.20037807524204254,0.2325141727924347,605.0,9268.0,1538.0,1285.0,0.2823145091533661
3,0.01802445948123932,0.3855140209197998,0.9940755367279053,0.3855140209197998,0.8417890667915344,0.984646201133728,10401.0,61077.0,182.0,244.0,0.9828026294708252,0.9020140171051025,0.13232514262199402,0.7863894104957581,0.13232514262199402,0.20037807524204254,0.2344045341014862,729.0,9255.0,1551.0,1161.0,0.3197368383407593
4,0.01638839766383171,0.3791722357273102,0.9946593046188354,0.3791722357273102,0.8164218664169312,0.9833110570907593,10428.0,61092.0,167.0,217.0,0.9842378497123718,0.9324285984039307,0.005671077407896519,0.7748896479606628,0.005671077407896519,0.1928166300058365,0.2325141727924347,750.0,9088.0,1718.0,1140.0,0.30388978123664856
5,0.01895095780491829,0.36915886402130127,0.9938948750495911,0.36915886402130127,0.830106794834137,0.984646201133728,10395.0,61070.0,189.0,250.0,0.9821428656578064,0.6848788857460022,0.03213610500097275,0.80237877368927,0.03213610500097275,0.1550094485282898,0.3270321488380432,629.0,9558.0,1248.0,1261.0,0.3351092040538788
6,0.014050410129129887,0.35881173610687256,0.9955635666847229,0.35881173610687256,0.827102780342102,0.979973316192627,10463.0,61122.0,137.0,182.0,0.9870754480361938,0.5979239344596863,0.028355387970805168,0.8306552767753601,0.028355387970805168,0.15122874081134796,0.257088840007782,470.0,10076.0,730.0,1420.0,0.3916666805744171
7,0.01408615056425333,0.385847806930542,0.995549738407135,0.385847806930542,0.8451268076896667,0.9896528720855713,10455.0,61129.0,130.0,190.0,0.9877184629440308,0.48764604330062866,0.1436672955751419,0.8867358565330505,0.1436672955751419,0.44990548491477966,0.7126653790473938,973.0,10285.0,521.0,917.0,0.6512717604637146
8,0.00939790066331625,0.36982643604278564,0.9970517158508301,0.36982643604278564,0.84112149477005,0.9883177280426025,10529.0,61163.0,96.0,116.0,0.9909647107124329,0.20672962069511414,0.23818525671958923,0.9413200616836548,0.23818525671958923,0.6483932137489319,0.8771266341209412,1309.0,10642.0,164.0,581.0,0.888662576675415
9,0.007001487072557211,0.3714953362941742,0.9977190494537354,0.3714953362941742,0.842456579208374,0.9863150715827942,10556.0,61184.0,75.0,89.0,0.99294513463974,0.12375915050506592,0.3119092583656311,0.9610113501548767,0.3119092583656311,0.703213632106781,0.9357277750968933,1587.0,10614.0,192.0,303.0,0.8920742273330688
10,0.004714936949312687,0.37616822123527527,0.998567521572113,0.37616822123527527,0.8331108093261719,0.9853137731552124,10587.0,61214.0,45.0,58.0,0.9957674741744995,0.05641406029462814,0.257088840007782,0.9841682314872742,0.257088840007782,0.706994354724884,0.9243856072425842,1737.0,10758.0,48.0,153.0,0.973109245300293
11,0.005065352190285921,0.3391188383102417,0.9984005093574524,0.3391188383102417,0.8404539227485657,0.9896528720855713,10578.0,61211.0,48.0,67.0,0.9954828023910522,0.05811689421534538,0.22684310376644135,0.9851921200752258,0.22684310376644135,0.6975425481796265,0.9376181364059448,1782.0,10726.0,80.0,108.0,0.9570354223251343
12,0.003979367669671774,0.356475293636322,0.9990124106407166,0.356475293636322,0.8391188383102417,0.9873164296150208,10605.0,61228.0,31.0,40.0,0.9970853924751282,0.04774216189980507,0.20982986688613892,0.9878700375556946,0.20982986688613892,0.6805292963981628,0.9281663298606873,1810.0,10732.0,74.0,80.0,0.9607218503952026
13,0.0030767065472900867,0.37316420674324036,0.9990542531013489,0.37316420674324036,0.8321094512939453,0.9853137731552124,10610.0,61226.0,33.0,35.0,0.9968993663787842,0.05829641595482826,0.4517958462238312,0.984955906867981,0.4517958462238312,0.8506616353988647,0.9697542786598206,1805.0,10700.0,106.0,85.0,0.9445316791534424
14,0.010565578006207943,0.39519357681274414,0.9967179298400879,0.39519357681274414,0.8387850522994995,0.9883177280426025,10513.0,61155.0,104.0,132.0,0.990204393863678,0.346649169921875,0.29489603638648987,0.9264334440231323,0.29489603638648987,0.5671077370643616,0.7240075469017029,1369.0,10393.0,413.0,521.0,0.7682379484176636
15,0.012668130919337273,0.39152202010154724,0.9958557486534119,0.39152202010154724,0.8391188383102417,0.9896528720855713,10468.0,61138.0,121.0,177.0,0.9885730743408203,0.09115534275770187,0.43667295575141907,0.9738500714302063,0.43667295575141907,0.8071833848953247,0.964083194732666,1759.0,10605.0,201.0,131.0,0.8974489569664001
16,0.011636710725724697,0.37950602173805237,0.996231198310852,0.37950602173805237,0.8497997522354126,0.9899866580963135,10491.0,61142.0,117.0,154.0,0.9889705777168274,0.3184341788291931,0.2589792013168335,0.9336798787117004,0.2589792013168335,0.5727788209915161,0.7863894104957581,1494.0,10360.0,446.0,396.0,0.7701030969619751
17,0.00867158267647028,0.38684913516044617,0.9971626996994019,0.38684913516044617,0.8447930812835693,0.9893190860748291,10542.0,61158.0,101.0,103.0,0.9905101656913757,0.08808931708335876,0.35727787017822266,0.9732986688613892,0.35727787017822266,0.7939508557319641,0.9508506655693054,1691.0,10666.0,140.0,199.0,0.9235390424728394
18,0.005415355786681175,0.38785046339035034,0.9985118508338928,0.38785046339035034,0.8381174802780151,0.9899866580963135,10584.0,61213.0,46.0,61.0,0.9956726431846619,0.06916218996047974,0.3024574816226959,0.9814115166664124,0.3024574816226959,0.6275992393493652,0.8922495245933533,1754.0,10706.0,100.0,136.0,0.9460625648498535
19,0.002060046885162592,0.4132176339626312,0.9995270371437073,0.4132176339626312,0.8421228528022766,0.9803071022033691,10626.0,61244.0,15.0,19.0,0.998590350151062,0.04587523639202118,0.3005671203136444,0.988736629486084,0.3005671203136444,0.7334593534469604,0.9376181364059448,1822.0,10731.0,75.0,68.0,0.9604638814926147
20,0.0018938767025247216,0.3965286910533905,0.9995410442352295,0.3965286910533905,0.8361148238182068,0.9823097586631775,10629.0,61242.0,17.0,16.0,0.9984031319618225,0.05569148436188698,0.3345935642719269,0.9870036840438843,0.3345935642719269,0.778827965259552,0.9489603042602539,1800.0,10731.0,75.0,90.0,0.9599999785423279
21,0.0012130761751905084,0.42022696137428284,0.9996799826622009,0.42022696137428284,0.8618157505989075,0.9886515140533447,10631.0,61250.0,9.0,14.0,0.9991541504859924,0.04374035447835922,0.42155009508132935,0.9899969100952148,0.42155009508132935,0.8431001901626587,0.960302472114563,1803.0,10766.0,40.0,87.0,0.9782962799072266
22,0.0010929701384156942,0.4112149477005005,0.9997774362564087,0.4112149477005005,0.851802408695221,0.9889853000640869,10637.0,61251.0,8.0,8.0,0.9992484450340271,0.042493633925914764,0.38374289870262146,0.9896030426025391,0.38374289870262146,0.8052930235862732,0.95652174949646,1807.0,10757.0,49.0,83.0,0.9735991358757019
23,0.0009825434535741806,0.36915886402130127,0.9997218251228333,0.36915886402130127,0.8281041383743286,0.9806408286094666,10636.0,61248.0,11.0,9.0,0.9989668726921082,0.04582423344254494,0.4139886498451233,0.9899181127548218,0.4139886498451233,0.8204158544540405,0.960302472114563,1799.0,10769.0,37.0,91.0,0.9798474907875061
24,0.0027151471003890038,0.371829092502594,0.9991235733032227,0.371829092502594,0.8174232244491577,0.9803071022033691,10605.0,61236.0,23.0,40.0,0.9978359341621399,0.05215441435575485,0.4007561504840851,0.9877914786338806,0.4007561504840851,0.8431001901626587,0.960302472114563,1791.0,10750.0,56.0,99.0,0.9696805477142334
25,0.00240953266620636,0.38785046339035034,0.9993464350700378,0.38785046339035034,0.8444592952728271,0.9836448431015015,10619.0,61238.0,21.0,26.0,0.9980263113975525,0.04557419195771217,0.3251417875289917,0.9880276322364807,0.3251417875289917,0.7523629665374756,0.9338374137878418,1798.0,10746.0,60.0,92.0,0.9677072167396545
26,0.001178696402348578,0.38451269268989563,0.9996662735939026,0.38451269268989563,0.8214285969734192,0.9839786291122437,10632.0,61248.0,11.0,13.0,0.9989664554595947,0.04822298884391785,0.38185253739356995,0.9886577129364014,0.38185253739356995,0.778827965259552,0.9432892203330994,1797.0,10755.0,51.0,93.0,0.9724025726318359
27,0.002075867261737585,0.386515349149704,0.9994435906410217,0.386515349149704,0.8264352679252625,0.9829773306846619,10624.0,61240.0,19.0,21.0,0.9982147812843323,0.13241040706634521,0.27788278460502625,0.9708570241928101,0.27788278460502625,0.7580340504646301,0.9376181364059448,1631.0,10695.0,111.0,259.0,0.9362801313400269
28,0.010512519627809525,0.3574766218662262,0.9966621398925781,0.3574766218662262,0.8024032115936279,0.9816421866416931,10521.0,61143.0,116.0,124.0,0.9890946745872498,0.13590621948242188,0.3478260934352875,0.9552615284919739,0.3478260934352875,0.7863894104957581,0.9413988590240479,1679.0,10449.0,357.0,211.0,0.8246561884880066
29,0.013147649355232716,0.4028705060482025,0.9956051707267761,0.4028705060482025,0.8291054964065552,0.9899866580963135,10468.0,61120.0,139.0,177.0,0.9868954420089722,0.14653991162776947,0.38374289870262146,0.9614051580429077,0.38374289870262146,0.8052930235862732,0.9470699429512024,1589.0,10617.0,189.0,301.0,0.8937007784843445
30,0.006211895029991865,0.3995327055454254,0.9981642961502075,0.3995327055454254,0.8354472517967224,0.9849799871444702,10571.0,61201.0,58.0,74.0,0.9945432543754578,0.08276327699422836,0.3289225101470947,0.9775519967079163,0.3289225101470947,0.699432909488678,0.9376181364059448,1741.0,10670.0,136.0,149.0,0.9275439381599426
31,0.0038726478815078735,0.378170907497406,0.99878990650177,0.378170907497406,0.8341121673583984,0.9866488575935364,10602.0,61215.0,44.0,43.0,0.9958670139312744,0.09785176813602448,0.2476370483636856,0.9736137986183167,0.2476370483636856,0.6616256833076477,0.8846880793571472,1626.0,10735.0,71.0,264.0,0.958161473274231
32,0.0025468585081398487,0.3684913218021393,0.9992765188217163,0.3684913218021393,0.8317757248878479,0.9876502156257629,10618.0,61234.0,25.0,27.0,0.9976510405540466,0.060306012630462646,0.4517958462238312,0.9869250655174255,0.4517958462238312,0.8620038032531738,0.9508506655693054,1803.0,10727.0,79.0,87.0,0.9580233693122864
33,0.0012929639779031277,0.39519357681274414,0.9995825886726379,0.39519357681274414,0.8494659662246704,0.9876502156257629,10628.0,61246.0,13.0,17.0,0.9987782835960388,0.05337263643741608,0.3648393154144287,0.9881064295768738,0.3648393154144287,0.7674857974052429,0.95652174949646,1812.0,10733.0,73.0,78.0,0.961273193359375
34,0.000751012412365526,0.36181575059890747,0.9997773766517639,0.36181575059890747,0.8100801110267639,0.984646201133728,10638.0,61250.0,9.0,7.0,0.9991546869277954,0.05056348815560341,0.3251417875289917,0.9899969100952148,0.3251417875289917,0.7996219396591187,0.9716446399688721,1814.0,10755.0,51.0,76.0,0.9726541638374329
35,0.0008599155116826296,0.39385849237442017,0.9998053312301636,0.39385849237442017,0.8234312534332275,0.9919893145561218,10637.0,61253.0,6.0,8.0,0.9994362592697144,0.0524059496819973,0.3251417875289917,0.9888941645622253,0.3251417875289917,0.7334593534469604,0.960302472114563,1794.0,10761.0,45.0,96.0,0.975530207157135
36,0.0010347330244258046,0.39753004908561707,0.9996384382247925,0.39753004908561707,0.8311081528663635,0.9889853000640869,10631.0,61247.0,12.0,14.0,0.9988725185394287,0.04811510071158409,0.4064272344112396,0.9890517592430115,0.4064272344112396,0.8015123009681702,0.95652174949646,1817.0,10740.0,66.0,73.0,0.9649495482444763
37,0.0023845352698117495,0.3744993209838867,0.9992904663085938,0.3744993209838867,0.807076096534729,0.9816421866416931,10617.0,61236.0,23.0,28.0,0.9978383183479309,0.07427629828453064,0.3780718445777893,0.9845621585845947,0.3780718445777893,0.778827965259552,0.9281663298606873,1762.0,10738.0,68.0,128.0,0.9628415107727051
38,0.0021340895909816027,0.3828437924385071,0.9994158744812012,0.3828437924385071,0.8481308221817017,0.9879840016365051,10620.0,61242.0,17.0,25.0,0.9984018206596375,0.04722316563129425,0.3629489541053772,0.9865313172340393,0.3629489541053772,0.7977315783500671,0.9527410268783569,1792.0,10733.0,73.0,98.0,0.9608579277992249
